Programma;Missione;Descrizione Missione;Componente;Descrizione Componente;ID Misura;Codice Univoco Misura;Descrizione Misura;ID Submisura;Codice Univoco Sub-misura;Codice CID;Descrizione Sub-misura;Amministrazione Titolare;Codice Indicatore;Descrizione Indicatore;Unità di misura;Stock o Flusso
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I3.2;M2C2I3.02;Utilizzo dell'idrogeno in settori hard-to-abate;M2C2I3.2;M2C2I3.2;M2C2I3.2;Utilizzo dell'idrogeno in settori hard-to-abate;MIN AMBIENTE E SICUREZZA ENERGETICA;C9.M;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (MEDIE IMPRESE);Imprese;Flusso
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I1.3;M2C2I1.03;Promozione impianti innovativi (incluso offshore);M2C2I1.3;M2C2I1.3;M2C2I1.3;Promozione impianti innovativi (incluso offshore);MIN AMBIENTE E SICUREZZA ENERGETICA;C2A;CAPACITÀ OPERATIVA SUPPLEMENTARE INSTALLATA PER L’ENERGIA RINNOVABILE - PRODUZIONE DI ENERGIA RINNOVABILE;MW;Stock
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I3.2;M2C2I3.02;Utilizzo dell'idrogeno in settori hard-to-abate;M2C2I3.2;M2C2I3.2;M2C2I3.2;Utilizzo dell'idrogeno in settori hard-to-abate;MIN AMBIENTE E SICUREZZA ENERGETICA;C9.S;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (PICCOLE E MICRO IMPRESE);Imprese;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.8;M1C3I1.1;M1C3I1.1;Polo di conservazione digitale;MINISTERO DELLA CULTURA;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti / anno;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.4;M1C1I1.04;Servizi digitali e esperienza dei cittadini;M1C1I1.4.3;M1C1I1.4.3;M1C1I1.4.3;"Rafforzamento dell'adozione dei servizi della piattaforma PagoPA e dell'applicazione ""IO""";PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti / anno;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.1;M1C3I2.01;Attrattività dei borghi;M1C3I2.1;M1C3I2.1;M1C3I2.1;Attrattività dei borghi;MINISTERO DELLA CULTURA;C9.S;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (PICCOLE E MICRO IMPRESE);Imprese;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.3;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MINISTERO DELLA CULTURA;C10.A;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI ETÀ 0-17);Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I1.1;M1C3I1.01;Strategia digitale e piattaforme per il patrimonio culturale;M1C3I1.1.5;M1C3I1.1;M1C3I1.1;Digitalizzazione;MINISTERO DELLA CULTURA;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti / anno;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.3;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MINISTERO DELLA CULTURA;C10.B;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI ETÀ 18-29);Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.3;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MINISTERO DELLA CULTURA;C10.C;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI; 30-54)";Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.3;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MINISTERO DELLA CULTURA;C10.D;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI; 55<)";Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.3;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MINISTERO DELLA CULTURA;C10.E;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; ETÀ 0-17)";Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.3;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MINISTERO DELLA CULTURA;C10.F;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE ETÀ 18-29);Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I1.1;M1C2I1.01;Transizione 4.0;M1C2I1.1.4;M1C2I1;M1C2I1;Credito d'imposta per R&D&I;MINISTERO IMPRESE E DEL MADE IN ITALY;C9.G;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (GRANDI IMPRESE);Imprese;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.3;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MINISTERO DELLA CULTURA;C10.G;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; 30-54)";Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.3;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MINISTERO DELLA CULTURA;C10.H;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (DONNE; 55<)";Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I1.1;M1C2I1.01;Transizione 4.0;M1C2I1.1.4;M1C2I1;M1C2I1;Credito d'imposta per R&D&I;MINISTERO IMPRESE E DEL MADE IN ITALY;C9.M;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (MEDIE IMPRESE);Imprese;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.6;M1C1I1.06;Digitalizzazione delle grandi amministrazioni centrali;M1C1I1.6.3;M1C1I1.6.3;M1C1I1.6.3;Digitalizzazione dell'Istituto Nazionale per la Previdenza Sociale (INPS) e dell'istituto nazionale per l'assicurazione contro gli Infortuni sul Lavoro (INAIL);PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;C14.F;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (DONNE);Persone;Flusso
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I1.3;M2C2I1.03;Promozione impianti innovativi (incluso offshore);M2C2I1.3;M2C2I1.3;M2C2I1.3;Promozione impianti innovativi (incluso offshore);MIN AMBIENTE E SICUREZZA ENERGETICA;C9.G;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (GRANDI IMPRESE);Imprese;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.6;M1C1I1.06;Digitalizzazione delle grandi amministrazioni centrali;M1C1I1.6.3;M1C1I1.6.3;M1C1I1.6.3;Digitalizzazione dell'Istituto Nazionale per la Previdenza Sociale (INPS) e dell'istituto nazionale per l'assicurazione contro gli Infortuni sul Lavoro (INAIL);PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;C14.M;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (UOMINI);Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.6;M1C1I1.06;Digitalizzazione delle grandi amministrazioni centrali;M1C1I1.6.2;M1C1I1.6.2;M1C1I1.6.2;Digitalizzazione del Ministero della Giustizia;PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti / anno;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I1.1;M1C2I1.01;Transizione 4.0;M1C2I1.1.4;M1C2I1;M1C2I1;Credito d'imposta per R&D&I;MINISTERO IMPRESE E DEL MADE IN ITALY;C9.S;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (PICCOLE E MICRO IMPRESE);Imprese;Flusso
PNRR;M3;Infrastrutture per una mobilità sostenibile;M3C2;Intermodalità e logistica integrata;M3C2I2.1;M3C2I2.01;Digitalizzazione della catena logistica;M3C2I2.1.1;M3C2I2.1;M3C2I2.1;LogIN Center;MINISTERO INFRASTRUTTURE E TRASPORTI;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti / anno;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.5;M1C3I4.2;M1C3I4.2;Fondo rotativo imprese (FRI) per il sostegno alle imprese e gli investimenti di sviluppo;MINISTERO DEL TURISMO;C1;RISPARMI SUL CONSUMO ANNUO DI ENERGIA PRIMARIA;MWh/anno;Stock
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.4;M1C1I1.04;Servizi digitali e esperienza dei cittadini;M1C1I1.4.5;M1C1I1.4.5;M1C1I1.4.5;Digitalizzazione degli avvisi pubblici;PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti / anno;Flusso
PNRR;M3;Infrastrutture per una mobilità sostenibile;M3C2;Intermodalità e logistica integrata;M3C2I2.1;M3C2I2.01;Digitalizzazione della catena logistica;M3C2I2.1.2;M3C2I2.1;M3C2I2.1;Rete di porti e interporti;MINISTERO INFRASTRUTTURE E TRASPORTI;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti / anno;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.6;M1C1I1.06;Digitalizzazione delle grandi amministrazioni centrali;M1C1I1.6.3;M1C1I1.6.3;M1C1I1.6.3;Digitalizzazione dell'Istituto Nazionale per la Previdenza Sociale (INPS) e dell'istituto nazionale per l'assicurazione contro gli Infortuni sul Lavoro (INAIL);PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;C10.A;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI ETÀ 0-17);Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.6;M1C1I1.06;Digitalizzazione delle grandi amministrazioni centrali;M1C1I1.6.3;M1C1I1.6.3;M1C1I1.6.3;Digitalizzazione dell'Istituto Nazionale per la Previdenza Sociale (INPS) e dell'istituto nazionale per l'assicurazione contro gli Infortuni sul Lavoro (INAIL);PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;C10.B;NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI ETÀ 18-29);Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.4;M1C1I1.04;Servizi digitali e esperienza dei cittadini;M1C1I1.4.6;M1C1I1.4.6;M1C1I1.4.6;Mobilità come servizio per l'Italia;PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti / anno;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I3.1;M1C2I3.01;Connessioni internet veloci (banda ultra-larga e 5G);M1C2I3.1.2;M1C2I3;M1C2I3;Italia 5G - Corridoi 5G, Strade extraurbane (+ 5G Aree bianche);PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;C5;ABITAZIONI AGGIUNTIVE CON ACCESSO A INTERNET FORNITO ATTRAVERSO RETI AD ALTISSIMA CAPACITÀ;Dwellings;Stock
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.6;M1C1I1.06;Digitalizzazione delle grandi amministrazioni centrali;M1C1I1.6.3;M1C1I1.6.3;M1C1I1.6.3;Digitalizzazione dell'Istituto Nazionale per la Previdenza Sociale (INPS) e dell'istituto nazionale per l'assicurazione contro gli Infortuni sul Lavoro (INAIL);PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;C10.C;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI; 30-54)";Persone;Flusso
PNRR;M3;Infrastrutture per una mobilità sostenibile;M3C2;Intermodalità e logistica integrata;M3C2I2.1;M3C2I2.01;Digitalizzazione della catena logistica;M3C2I2.1.3;M3C2I2.1;M3C2I2.1;LogIN Business;MINISTERO INFRASTRUTTURE E TRASPORTI;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti / anno;Flusso
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I2.3;M5C2I2.03;Programma innovativo della qualità dell’abitare;M5C2I2.3.1;M5C2I6;M5C2I6;Social housing - Piano innovativo per la qualità abitativa (PinQuA) - Riqualificazione e incremento dell'edilizia sociale, ristrutturazione e rigenerazione della società urbana, miglioramento dell'accessibilità e sicurezza urbana, mitigazione della carenza abitativa e aumento della qualità ambientale, utilizzo di modelli e strumenti innovativi per la gestione, l'inclusione e il benessere urbano;MINISTERO INFRASTRUTTURE E TRASPORTI;C1;RISPARMI SUL CONSUMO ANNUO DI ENERGIA PRIMARIA;MWh/anno;Stock
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I1.3;M2C2I1.03;Promozione impianti innovativi (incluso offshore);M2C2I1.3;M2C2I1.3;M2C2I1.3;Promozione impianti innovativi (incluso offshore);MIN AMBIENTE E SICUREZZA ENERGETICA;C9.M;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (MEDIE IMPRESE);Imprese;Flusso
PNRR;M3;Infrastrutture per una mobilità sostenibile;M3C2;Intermodalità e logistica integrata;M3C2I2.2;M3C2I2.02;Digitalizzazione della gestione del traffico aereo;M3C2I2.2.1;M3C2I2.2;M3C2I2.2;Digitalizzazione della manutenzione e gestione dei dati aeronautici;MINISTERO INFRASTRUTTURE E TRASPORTI;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti / anno;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C1;Digitalizzazione, innovazione e sicurezza nella PA;M1C1I1.6;M1C1I1.06;Digitalizzazione delle grandi amministrazioni centrali;M1C1I1.6.3;M1C1I1.6.3;M1C1I1.6.3;Digitalizzazione dell'Istituto Nazionale per la Previdenza Sociale (INPS) e dell'istituto nazionale per l'assicurazione contro gli Infortuni sul Lavoro (INAIL);PCM - DIPARTIM. TRASFORMAZIONE DIGITALE;C10.D;"NUMERO DI PARTECIPANTI IN UN PERCORSO DI ISTRUZIONE O DI FORMAZIONE (UOMINI; 55<)";Persone;Flusso
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I1.3;M2C2I1.03;Promozione impianti innovativi (incluso offshore);M2C2I1.3;M2C2I1.3;M2C2I1.3;Promozione impianti innovativi (incluso offshore);MIN AMBIENTE E SICUREZZA ENERGETICA;C9.S;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (PICCOLE E MICRO IMPRESE);Imprese;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.3;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MINISTERO DELLA CULTURA;C14.F;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (DONNE);Persone;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I2.3;M1C3I2.03;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;M1C3I2.3;M1C3I2.3;M1C3I2.3;Programmi per valorizzare l'identità dei luoghi: parchi e giardini storici;MINISTERO DELLA CULTURA;C14.M;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (UOMINI);Persone;Flusso
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I2;M5C2I2;Percorsi di autonomia per persone con disabilità;MINISTERO DEL LAVORO E POLITICHE SOCIALI;C14.F;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (DONNE);Persone;Flusso
PNRR;M3;Infrastrutture per una mobilità sostenibile;M3C2;Intermodalità e logistica integrata;M3C2I1.1;M3C2I1.01;Porti verdi: interventi in materia di energia rinnovabile ed efficienza energetica nei porti;M3C2I1.1;M3C2I1.1;M3C2I1.1;Porti verdi: interventi in materia di energia rinnovabile ed efficienza energetica nei porti;MIN AMBIENTE E SICUREZZA ENERGETICA;C3A;INFRASTRUTTURE PER I COMBUSTIBILI ALTERNATIVI - PUNTI DI RICARICA;Refuelling/recharging points;Stock
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C2;Digitalizzazione, innovazione e competitività nel sistema produttivo;M1C2I1.1;M1C2I1.01;Transizione 4.0;M1C2I1.1.5;M1C2I1;M1C2I1;Credito d’imposta formazione;MINISTERO IMPRESE E DEL MADE IN ITALY;C9.G;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (GRANDI IMPRESE);Imprese;Flusso
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I1.2;M5C2I1.02;Percorsi di autonomia per persone con disabilità;M5C2I1.2;M5C2I2;M5C2I2;Percorsi di autonomia per persone con disabilità;MINISTERO DEL LAVORO E POLITICHE SOCIALI;C14.M;NUMERO DI GIOVANI DI ETÀ COMPRESA TRA I 15 E I 29 ANNI CHE RICEVONO SOSTEGNO (UOMINI);Persone;Flusso
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I2.1;M5C2I2.01;Investimenti in progetti di rigenerazione urbana, volti a ridurre situazioni di emarginazione e degrado sociale;M5C2I2.1;M5C2I4;M5C2I4;Investimenti in progetti di rigenerazione urbana, volti a ridurre situazioni di emarginazione e degrado sociale;MINISTERO DELL'INTERNO;C1;RISPARMI SUL CONSUMO ANNUO DI ENERGIA PRIMARIA;MWh/anno;Stock
PNRR;M5;Inclusione e coesione;M5C2;Infrastrutture sociali, famiglie, comunità e terzo settore;M5C2I2.2;M5C2I2.02;Piani urbani integrati;M5C2I2.2.C;M5C2I5;M5C2I5;Piani urbani integrati - progetti generali;MINISTERO DELL'INTERNO;C1;RISPARMI SUL CONSUMO ANNUO DI ENERGIA PRIMARIA;MWh/anno;Stock
PNRR;M3;Infrastrutture per una mobilità sostenibile;M3C2;Intermodalità e logistica integrata;M3C2I2.2;M3C2I2.02;Digitalizzazione della gestione del traffico aereo;M3C2I2.2.2;M3C2I2.2;M3C2I2.2;Ottimizzazione delle procedure di avvicinamento APT;MINISTERO INFRASTRUTTURE E TRASPORTI;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti / anno;Flusso
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I3.2;M2C1I3.02;Green communities;M2C1I3.2;M2C1I3.2;M2C1I3.2;Green communities;PCM - DIP AFFARI REGIONALI E AUTONOMIE;C1;RISPARMI SUL CONSUMO ANNUO DI ENERGIA PRIMARIA;MWh/anno;Stock
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I3.2;M2C1I3.02;Green communities;M2C1I3.2;M2C1I3.2;M2C1I3.2;Green communities;PCM - DIP AFFARI REGIONALI E AUTONOMIE;C2A;CAPACITÀ OPERATIVA SUPPLEMENTARE INSTALLATA PER L’ENERGIA RINNOVABILE - PRODUZIONE DI ENERGIA RINNOVABILE;MW;Stock
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;M1C3I4.2.2;M1C3I4.2;M1C3I4.2;Digitalizzazione Agenzie e Tour Operator;MINISTERO DEL TURISMO;C1;RISPARMI SUL CONSUMO ANNUO DI ENERGIA PRIMARIA;MWh/anno;Stock
PNRR;M4;Istruzione e ricerca;M4C1;Potenziamento dell’offerta dei servizi di istruzione: dagli asili nido alle università;M4C1I1.1;M4C1I1.01;Piano per asili nido e scuole dell'infanzia e servizi di educazione e cura per la prima infanzia;M4C1I1.1;M4C1I1.1;M4C1I1.1;Piano per asili nido e scuole dell'infanzia e servizi di educazione e cura per la prima infanzia;MINISTERO DELL'ISTRUZIONE E MERITO;C13;CAPACITÀ DELLE CLASSI NELLE STRUTTURE PER LA CURA DELL’INFANZIA E NELLE STRUTTURE SCOLASTICHE NUOVE O MODERNIZZATE;Persone;Stock
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.4;M2C2I5.04;Supporto a start-up e venture capital attivi nella transizione ecologica;M2C2I5.4;M2C2I5.4;M2C2I5.4;Supporto a start-up e venture capital attivi nella transizione ecologica;MINISTERO IMPRESE E DEL MADE IN ITALY;C9.G;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (GRANDI IMPRESE);Imprese;Flusso
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.4;M2C2I5.04;Supporto a start-up e venture capital attivi nella transizione ecologica;M2C2I5.4;M2C2I5.4;M2C2I5.4;Supporto a start-up e venture capital attivi nella transizione ecologica;MINISTERO IMPRESE E DEL MADE IN ITALY;C9.M;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (MEDIE IMPRESE);Imprese;Flusso
PNRR;M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I3.2;M1C3I3.02;Sviluppo industria cinematografica (Progetto Cinecittà);M1C3I3.2;M1C3I3.2;M1C3I3.2;Sviluppo industria cinematografica (Progetto Cinecittà);MINISTERO DELLA CULTURA;C7;UTENTI DI SERVIZI, PRODOTTI E PROCESSI DIGITALI PUBBLICI NUOVI E AGGIORNATI;Utenti / anno;Flusso
PNRR;M3;Infrastrutture per una mobilità sostenibile;M3C2;Intermodalità e logistica integrata;M3C2I1.1;M3C2I1.01;Porti verdi: interventi in materia di energia rinnovabile ed efficienza energetica nei porti;M3C2I1.1;M3C2I1.1;M3C2I1.1;Porti verdi: interventi in materia di energia rinnovabile ed efficienza energetica nei porti;MIN AMBIENTE E SICUREZZA ENERGETICA;C3B.1;INFRASTRUTTURE PER I COMBUSTIBILI ALTERNATIVI - PUNTI DI RIFORNIMENTO;Refuelling/recharging points;Stock
PNRR;M4;Istruzione e ricerca;M4C1;Potenziamento dell’offerta dei servizi di istruzione: dagli asili nido alle università;M4C1I1.1;M4C1I1.01;Piano per asili nido e scuole dell'infanzia e servizi di educazione e cura per la prima infanzia;M4C1I1.1;M4C1I1.1;M4C1I1.1;Piano per asili nido e scuole dell'infanzia e servizi di educazione e cura per la prima infanzia;MINISTERO DELL'ISTRUZIONE E MERITO;C1;RISPARMI SUL CONSUMO ANNUO DI ENERGIA PRIMARIA;MWh/anno;Stock
PNRR;M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.1;M2C2I5.01;Rinnovabili e batterie;M2C2I5.1.3;M2C2I5.1.3;M2C2I5.1.3;Industria delle batterie;MINISTERO IMPRESE E DEL MADE IN ITALY;C9.G;IMPRESE BENEFICIARIE DI UN SOSTEGNO - (GRANDI IMPRESE);Imprese;Flusso
