Missione;Descrizione Missione;Componente;Descrizione Componente;ID Misura;Codice Univoco Misura;Descrizione Misura;Amministrazione Titolare;Codice univoco Milestone-Target;Milestone-Target;Nome Milestone-Target;Avanzamento;﻿Principali evidenze;﻿Allegato 1;﻿Allegato 2;﻿Allegato 3;﻿Allegato 4;﻿Allegato 5;﻿Allegato 6;﻿Allegato 7;﻿Allegato 8;﻿Allegato 9
M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;MiTur - Min Turismo;M1C3-23;Milestone;Norma per la definizione della politicadi investimento per il Fondo nazionale del turismo;2021 - 4° trimestre;"Il 3 dicembre 2021 è stata sottoscritta dal Ministero del Turismo l'adesione al Fondo Nazionale del Turismo, ""Comparto B"", gestito da Cassa depositi e Prestiti (CdP) Immobiliare SGR S.p.A. Il Regolamento del Fondo è stato aggiornato con i requisiti del PNRR il 23 dicembre 2021.";https://italiadomani.gov.it/content/dam/sogei-ng/documenti/Allegato%201_CDPI%20SGR_Comunicazione-politiche-di-investimento.pdf;https://italiadomani.gov.it/content/dam/sogei-ng/documenti/Allegato%204_CDPI%20SGR_Comunicazione-integrativa-politiche-di-investimento.pdf;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;MiTur - Min Turismo;M1C3-24;Milestone;Norma per la definizione della politicadi investimento per il Fondo di garanzia per le PMI;2021 - 4° trimestre;Nell’ambito del Fondo di garanzia per le piccole e medie imprese è stata istituita una “Sezione Speciale Turismo” con l’art. 2 del Decreto-legge n° 152/2021 per la concessione di garanzie alle piccole e medie imprese del settore turistico nonché ai giovani fino a 35 anni di età che intendono avviare un’attività nel settore turistico. La politica di investimento del Fondo è stata approvata in data 23 dicembre 2021 dal Ministero del Turismo e dal Ministero dello Sviluppo Economico.;https://www.gazzettaufficiale.it/eli/id/2021/12/31/21A07784/sg;https://www.gazzettaufficiale.it/eli/id/2021/12/31/21G00257/sg;https://www.fondidigaranzia.it/le-sezioni-del-fondo/sezione-speciale-turismo/;N/A;N/A;N/A;N/A;N/A;N/A
M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;MiTur - Min Turismo;M1C3-25;Milestone;Norma per la definizione della politicadi investimento per il Fondo rotativo;2021 - 4° trimestre;È stato approvato il Decreto del Ministero del Turismo, di concerto con il Ministero dell'Economia e delle Finanze, per la concessione ed erogazione delle agevolazioni di cui al Fondo Rotativo per il sostegno alle imprese e gli investimenti in ricerca (FRI) previsto dall’art. 3 comma 6 del Decreto-legge n° 152/2021.;https://www.gazzettaufficiale.it/eli/id/2021/12/31/21A07784/sg;https://www.gazzettaufficiale.it/eli/id/2021/12/31/21G00257/sg;https://www.ministeroturismo.gov.it/5252-2/;N/A;N/A;N/A;N/A;N/A;N/A
M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.2;M1C3I4.02;Fondi integrati per la competitività delle imprese turistiche;MiTur - Min Turismo;M1C3-26;Milestone;Entrata in vigore del decreto attuativo per il credito d'imposta per la riqualificazione delle strutture ricettive;2021 - 4° trimestre;È stato firmato in data 29 dicembre 2021 il Decreto dal Ministero del Turismo, di concerto con il Ministero dell’Economia e delle Finanze, per la fruizione del credito di imposta per la riqualificazione delle strutture ricettive, di cui agli artt. 1 e 4 del Decreto-legge n° 152/2021.;https://www.gazzettaufficiale.it/eli/id/2021/12/31/21A07784/sg;https://www.gazzettaufficiale.it/eli/id/2021/12/31/21G00257/sg;https://www.ministeroturismo.gov.it/pubblicazione-avviso-modalita-applicative-erogazione-contributi-e-crediti-dimposta-art-1-d-l-n-152-2021/;N/A;N/A;N/A;N/A;N/A;N/A
M1;Digitalizzazione, innovazione, competitività e cultura;M1C3;Turismo e Cultura 4.0;M1C3I4.1;M1C3I4.01;Hub del Turismo Digitale;MiTur - Min Turismo;M1C3-8;Milestone;Aggiudicazione degli appalti per lo sviluppo del portale del turismo digitale;2021 - 4° trimestre;Sono stati firmati i contratti per lo sviluppo del portale del turismo digitale per i servizi applicativi in ottica cloud.;https://italia.it/;https://docs.italia.it/italia/mitur/lg-tourism-digital-hub-interoperabilita-docs/it/bozza/index.html%20dell%E2%80%99Agenzia%20per%20l%E2%80%99Italia%20Digitale%20(AgID);https://italiadomani.gov.it/content/dam/sogei-ng/documenti/Allegato%203c-Dashboard-Manuale-Utente.pdf;https://www.italia.it/it/dati-turismo-in-italia;https://www.ministeroturismo.gov.it/amministrazione-trasparente/;"https://eur02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.consip.it%2Fbandi-di-gara%2Fgare-e-avvisi%2Fgara-multibrand-ed-3&amp;data=05%7C01%7Cportale.pnrr%40mef.gov.it%7C819bb6f2458446d2c8a408da65aa6a78%7Ca7cc9c7eb24743fdac8a83d8fe99ac09%7C0%7C0%7C637934079849415501%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C3000%7C%7C%7C&amp;sdata=GxRtno81W2MjCw3BkYDW2nTq30pPHxFPXLA69RzxrTc%3D&amp;reserved=0";"https://eur02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.consip.it%2Fbandi-di-gara%2Fgare-e-avvisi%2Fgara-servizi-applicativi-in-ottica-cloud-e-pmo&amp;data=05%7C01%7Cportale.pnrr%40mef.gov.it%7C819bb6f2458446d2c8a408da65aa6a78%7Ca7cc9c7eb24743fdac8a83d8fe99ac09%7C0%7C0%7C637934079849415501%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C3000%7C%7C%7C&amp;sdata=UmmuHmg9qAYYig7PtU3ofq4ys0Vcz43bwso%2BP%2F49KEg%3D&amp;reserved=0";https://www.gazzettaufficiale.it/eli/id/2021/07/30/21A04731/sg;https://www.gazzettaufficiale.it/eli/id/2021/07/30/21G00118/sg
M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I1.1;M2C1I1.01;Realizzazione nuovi impianti di gestione rifiuti e ammodernamento di impianti esistenti;MITE - Min Trans Eco;M2C1-14;Milestone;Entrata in vigore del decreto ministeriale finalizzato a definire i criteri di selezione dei progetti proposti dalle Municipalità;2021 - 4° trimestre;Con i Decreti Ministeriali n° 396 e 397 del 28 settembre 2021 sono stati approvati i criteri per la selezione dei progetti attuativi delle linee di intervento previste.;https://www.mite.gov.it/sites/default/files/archivio/allegati/PNRR/dm_396_28_09_2021.pdf;https://www.mite.gov.it/sites/default/files/archivio/allegati/PNRR/dm_397_28_09_2021.pdf;https://www.mite.gov.it/sites/default/files/archivio/allegati/PNRR/dm_397_28_09_2021.pdf;https://www.mite.gov.it/sites/default/files/archivio/allegati/PNRR/2021_11_24_AVVISO_RETTIFICA_PRECISAZIONE_1.1_linee%20A-%20B-C.pdf;https://www.mite.gov.it/sites/default/files/archivio/bandi/ECI/TESTO_COORDINATO_AVVISO_M2C1_1I1_1-LINEA_A.pdf;https://www.mite.gov.it/sites/default/files/archivio/bandi/ECI/TESTO_COORDINATO_AVVISO_M2C1_1I1_1-LINEA_C.pdf;https://www.mite.gov.it/sites/default/files/archivio/allegati/PNRR/2021_11_24_DECRETO_MODIFICA_AVVISI_1.2_linee_A-%20B-%20C-D.pdf;https://www.mite.gov.it/sites/default/files/archivio/allegati/PNRR/2021_11_24_AVVISO_RETTIFICA_PRECISAZIONE_1.2_linee_A-B-C-D.pdf;https://www.mite.gov.it/sites/default/files/archivio/bandi/ECI/TESTO_COORDINATO_AVVISO_M2C1_1I1.2-LINEA_A.pdf
M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2R4.1;M2C2R4.01;Procedure più rapide per la valutazione dei progetti nel settore dei sistemi di trasporto pubblico locale con impianti fissi e nel settore del trasporto rapido di massa;MIMS - Min Infr Mob;M2C2-37;Milestone;Entrata in vigore di un decreto-legge che introduce le modifiche procedurali previste dalla misura;2021 - 4° trimestre;Con il Decreto-legge n° 77/2021 art. 44, comma 1-ter, convertito in Legge n° 108/2021, sono state approvate le modifiche volta alla semplificazione delle procedure autorizzative dei progetti di trasporto pubblico locale con impianti fissi e di trasporto rapido di massa e delle procedure di pagamento ai produttori.;https://www.gazzettaufficiale.it/eli/id/2021/07/30/21A04731/sg;https://www.gazzettaufficiale.it/eli/id/2021/07/30/21G00118/sg;https://www.mit.gov.it/nfsmitgov/files/media/normativa/2021-12/DM%20Mims%20464%202021.pdf;https://www.mit.gov.it/nfsmitgov/files/media/normativa/2021-11/M_INFR.GABINETTO.REG_DECRETI_R_.0000448.16-11-2021.pdf;https://www.mit.gov.it/nfsmitgov/files/media/normativa/2021-11/M_INFR.GABINETTO.REG_DECRETI_R_.0000448.16-11-2021.pdf;N/A;N/A;N/A;N/A
M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I5.3;M2C2I5.03;Bus elettrici;MIMS - Min Infr Mob;M2C2-41;Milestone;Entrata in vigore di un decreto ministeriale che precisi l'ammontare delle risorse disponibili per conseguire l'obiettivo dell'intervento (filiera degli autobus);2021 - 4° trimestre;Con il Decreto Ministeriale firmato in data 29 novembre 2021 è stato attribuito l’ammontare delle risorse disponibili per la trasformazione verde e digitale dell'industria degli autobus.;https://www.mit.gov.it/nfsmitgov/files/media/notizia/2021-12/D.M.%20MIMS%20n.478%20del%2029%20nov%202021.pdf;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2R1.2;M2C2R1.02;Nuova normativa per promuovere la produzione e il consumo di gas rinnovabile;MITE - Min Trans Eco;M2C2-7;Milestone;"Entrata in vigore di: a)decreto legislativo teso a promuovere l'utilizzo del gas rinnovabile per l'utilizzo del biometano nei settori dei trasporti, industriale e residenziale;b) decreto attuativo che definisca le condizioni e criteri relativi al suo utilizzo e al nuovo sistema di incentivi";2021 - 4° trimestre;Con il Decreto Legislativo n° 199/2021 è stata recepita la direttiva europea 2018/2001 “Red II” sulla promozione dell’uso dell’energia da fonti rinnovabili.;https://www.gazzettaufficiale.it/eli/id/2021/11/30/21G00214/sg;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M2;Rivoluzione verde e transizione ecologica;M2C3;Efficienza energetica e riqualificazione degli edifici;M2C3I2.1;M2C3I2.01;Rafforzamento dell'Ecobonus e del Sismabonus per l'efficienza energetica e la sicurezza degli edifici;MITE - Min Trans Eco;M2C3-1;Milestone;Entrata in vigore della proroga del Superbonus;2021 - 4° trimestre;Con l'art. 1, comma 3, del Decreto-legge 6 maggio 2021, n. 59 (convertito con la Legge n° 101/21), è stato prorogato il Superbonus.;https://www.gazzettaufficiale.it/eli/id/2021/07/06/21A04068/sg;https://www.gazzettaufficiale.it/eli/id/2021/07/06/21G00111/sg;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I2.1;M2C4I2.01;Misure per la gestione del rischio di alluvione e per la riduzione del rischio idrogeologico;PCM - Dip Prot Civil;M2C4-12;Milestone;Entrata in vigore del quadro giuridico rivisto per interventi contro i rischi di alluvione e idrogeologici;2021 - 4° trimestre;"Approvazione da parte del Dipartimento della Protezione Civile degli elenchi di interventi proposti dalle Regioni e dalle Province autonome. Gli elenchi sono stati distinti in:-  """"progetti in essere"""" ovvero avviati o conclusi ricadenti nel c.d. Piano Proteggi Italia o altri interventi presentati o approvati a seguito di dichiarazione di stato di emergenza e finanziati con il Fondo Nazionale per le emergenze (FEN) o altre risorse nazionali;- """"nuovi progetti"""" individuati  nell'ambito della medesima area tematica della riduzione del rischio di alluvione e del rischio idrogeologico.";https://pnrr.protezionecivile.it/it/il-pnrr-il-dipartimento-della-protezione-civile;https://www.gazzettaufficiale.it/eli/id/2021/12/31/21A07784/sg;https://www.gazzettaufficiale.it/eli/id/2021/12/31/21G00257/sg;N/A;N/A;N/A;N/A;N/A;N/A
M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I3.1;M2C4I3.01;Tutela e valorizzazione del verde urbano ed extraurbano;MITE - Min Trans Eco;M2C4-18;Milestone;Entrata in vigore delle modifiche legislative rivedute per la protezione e la valorizzazione delle aree verdi urbane ed extra urbane;2021 - 4° trimestre;Con il Decreto Ministeriale n° 493 del 30 novembre 2021 è stato approvato il Piano di forestazione urbana ed extra urbana.;https://www.gazzettaufficiale.it/eli/id/2021/12/11/21A07233/sg;https://www.mite.gov.it/sites/default/files/archivio/allegati/PNRR/PNRR_piano_forestazione.pdf;https://www.mite.gov.it/sites/default/files/archivio/allegati/PNRR/dm_493_30_11_2021.pdf;N/A;N/A;N/A;N/A;N/A;N/A
M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4R4.2;M2C4R4.02;Misure per garantire la piena capacità gestionale per i servizi idrici integrati;MITE - Min Trans Eco;M2C4-3;Milestone;"Riforma del quadro giuridico per una migliore gestione e un uso sostenibile dell'acqua (""Entrata in vigore dei protocolli d'intesa"")";2021 - 4° trimestre;La riforma del quadro giuridico per una migliore gestione e un uso sostenibile dell’acqua è stata attuata con l’entrata in vigore di otto protocolli di intesa con le Regioni Campania, Calabria, Molise e Sicilia. Ulteriori disposizioni sono state introdotte con l’articolo 22, comma 1-quinqiues del Decreto-legge n.152/2021, convertito con modificazioni dalla legge n. 233/2021.;https://www.gazzettaufficiale.it/eli/id/2021/12/31/21A07784/sg;https://www.gazzettaufficiale.it/eli/id/2021/12/31/21G00257/sg;https://www.mite.gov.it/pagina/riforma-4-2-misure-garantire-la-piena-capacita-gestionale-i-servizi-idrici-integrati;N/A;N/A;N/A;N/A;N/A;N/A
M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4R3.1;M2C4R3.01;Adozione di programmi nazionali di controllo dell'inquinamento atmosferico;MITE - Min Trans Eco;M2C4-7;Milestone;Entrata in vigore di un programma nazionale di controllo dell'inquinamento atmosferico;2021 - 4° trimestre;Con il DPCM del 23 dicembre 2021 è stato approvato il Programma nazionale di controllo dell'inquinamento atmosferico.;https://italiadomani.gov.it/content/dam/sogei-ng/documenti/doc-31-12/DPCM%20inquinamento%20atmosferico.pdf;https://ec.europa.eu/environment/air/pdf/reduction_napcp/IT%20Final%20NAPCP%2022Sept21.pdf;https://www.gazzettaufficiale.it/eli/id/2018/07/02/18G00096/sg;N/A;N/A;N/A;N/A;N/A;N/A
M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I1.1;M2C4I1.01;Realizzazione di un sistema avanzato ed integrato di monitoraggio e previsione;MITE - Min Trans Eco;M2C4-8;Milestone;Piano operativo per realizzare un sistema avanzato e integrato di monitoraggio e previsione per l'individuazione dei rischi idrologici;2021 - 4° trimestre;Con il Decreto Ministeriale n° 398 del 29 settembre 2021 è stato approvato il Piano operativo per il monitoraggio e la previsione dei rischi idrologici.;https://www.mite.gov.it/sites/default/files/archivio/allegati/PNRR/DEC%20398_29_9_2021%20(1).pdf;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M3;Infrastrutture per una mobilità sostenibile;M3C1;Investimenti sulla rete ferroviaria;M3C1R1.1;M3C1R1.01;Accelerazione dell'iter di approvazione del contratto tra MIMS e RFI;MIMS - Min Infr Mob;M3C1-1;Milestone;Entrata in vigore di una modifica legislativa sull'iter di approvazione dei Contratti di Programma (CdP);2021 - 4° trimestre;Con il Decreto-legge n° 152/2021 art. 5 è stata introdotta la modifica legislativa per l'accelerazione dell’iter di approvazione dei contratti di programma tra il Ministero delle Infrastrutture e della mobilità sostenibili e RFI.;https://www.gazzettaufficiale.it/eli/id/2021/12/31/21A07784/sg;https://www.gazzettaufficiale.it/eli/id/2021/12/31/21G00257/sg;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M3;Infrastrutture per una mobilità sostenibile;M3C1;Investimenti sulla rete ferroviaria;M3C1R1.2;M3C1R1.02;Accelerazione dell'iter di approvazione dei progetti ferroviari;MIMS - Min Infr Mob;M3C1-2;Milestone;Entrata in vigore di una modifica normativa che riduca la durata dell'iter di autorizzazione dei progetti da 11 a 6 mesi.;2021 - 4° trimestre;Con il Decreto-legge n° 77/2021 art. 44, convertito in Legge n° 108/2021, è stato ridotto l’iter di autorizzazione dei progetti da 11 a 6 mesi. Successivamente con il Decreto-legge n° 152/2021, art. 6, è stata prevista una norma volta a estendere i meccanismi acceleratori a tutti gli altri progetti ferroviari, finanziati non soltanto a valere su PNRR, Piano complementare e fondi strutturali, ma anche a valere sui fondi ordinari di bilancio. ;https://www.gazzettaufficiale.it/eli/id/2021/12/31/21A07784/sg;https://www.gazzettaufficiale.it/eli/id/2021/12/31/21G00257/sg;https://www.gazzettaufficiale.it/eli/id/2018/07/02/18G00096/sg;https://www.mit.gov.it/sites/default/files/media/notizia/2021-08/Linee%20Guida%20PFTE.pdf;https://www.gazzettaufficiale.it/eli/id/2019/06/17/19A03970/sg;https://www.gazzettaufficiale.it/eli/id/2019/06/17/19G00062/sg;N/A;N/A;N/A
M3;Infrastrutture per una mobilità sostenibile;M3C1;Investimenti sulla rete ferroviaria;M3C1R2.1;M3C1R2.01;"Attuazione del recente ""Decreto Semplificazioni"" (convertito nella legge 11 settembre 2020, n. 120) mediante l'emanazione di un decreto relativo all'attuazione di ""Linee guida per la classificazione e gestione del rischio, la valutazione della sicure";MIMS - Min Infr Mob;M3C1-21;Milestone;"Entrata in vigore delle ""Linee guida per la classificazione e gestione del rischio, la valutazione della sicurezza e il monitoraggio dei ponti esistenti""";2021 - 4° trimestre;Con il Decreto Ministeriale n° 493 del 3 dicembre 2021 sono state approvate le ‘Linee guida per la classificazione e gestione del rischio, la valutazione della sicurezza e il monitoraggio dei ponti esistenti’.;https://www.mit.gov.it/nfsmitgov/files/media/notizia/2021-12/D.M.%20MIMS%20n.493%20del%203%20dic%202021.pdf;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M3;Infrastrutture per una mobilità sostenibile;M3C1;Investimenti sulla rete ferroviaria;M3C1R2.2;M3C1R2.02;Trasferimento della titolarità di ponti e viadotti delle strade di secondo livello ai titolari delle strade di primo livello;MIMS - Min Infr Mob;M3C1-22;Milestone;Disposizione nell'atto giuridico pertinente relativa all'entrata in vigore del trasferimento della titolarità di ponti, viadotti e cavalcavia dalle strade di secondo livello a quelle di primo livello (autostrade e principali strade nazionali);2021 - 4° trimestre;Con il Decreto Ministeriale n° 485/2021 del 1 dicembre 2021 è stato approvato l’elenco delle strutture delle opere d’arte dei sottopassi e sovrappassi, comprese le barriere di sicurezza nei sovrappassi, con l’indicazione dei relativi enti titolari, ai sensi e per gli effetti dell’art. 25, commi 1-bis e 1-ter, del decreto legislativo 30 aprile 1992, n° 285 “Nuovo codice della strada” (quest'ultimo oggetto di modifica normativa attraverso l'art. 1 comma 1 bis del Decreto-legge 121/2021 convertito in Legge n° 156/2021).;https://www.mit.gov.it/nfsmitgov/files/media/notizia/2021-12/D.M.%20n.485%20del%2030%20nov%202021.pdf;"www.gazzettaufficiale.it/eli/id/2021/11/09/21A06656/sg

";www.gazzettaufficiale.it/eli/id/2021/11/09/21G00170/sg;N/A;N/A;N/A;N/A;N/A;N/A
M3;Infrastrutture per una mobilità sostenibile;M3C2;Intermodalità e logistica integrata;M3C2R2.1;M3C2R2.01;Semplificazione delle transazioni di importazione/esportazione attraverso l'effettiva implementazione dello Sportello Unico dei Controlli;MEF - Min Eco e Fin;M3C2-3;Milestone;Entrata in vigore del decreto riguardante lo Sportello Unico Doganale;2021 - 4° trimestre;Con Decreto del presidente della Repubblica firmato il 29 dicembre 2021 è stato adottato il regolamento che definisce i metodi e le specifiche dello Sportello Unico Doganale e dei controlli.;www.gazzettaufficiale.it/eli/id/2021/12/31/21G00259/sg;https://www.adm.gov.it/portale/documents/20182/6100183/39493RU-20220128-DD+SUDOCO+28+gennaio+2022_.pdf/b66e2b67-8071-2767-4c65-525c29c7fb07?t=1643644808588;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M4;Istruzione e ricerca;M4C1;Potenziamento dell’offerta dei servizi di istruzione: dagli asili nido alle università;M4C1R1.5;M4C1R1.05;Riforma delle classi di laurea;MUR - Min Uni e Ric;M4C1-1;Milestone;"Entrata in vigore delle riforme del sistema di istruzione terziaria al fine di migliorare i risultati scolastici (legislazione primaria) in materia di: a) lauree abilitanti;b) classi di laurea;c)riforma dei dottorati";2021 - 4° trimestre;"Con il Decreto-legge n° 152/2021, art. 14 è stata adottata la riforma delle classi di laurea; con la Legge n° 163/2021 recante le disposizioni in materia di titoli universitari abilitanti è stata perfezionata la riforma delle lauree abilitanti; con il Decreto-legge n° 80/2021, art. 3 commi 8, 9, 10, convertito con Legge n° 113/2021, è stata attuata la riforma dei dottorati.Sulla base della suddetta norma primaria, è stato adottato il regolamento relativo alle modalità di accreditamento delle sedi e dei corsi di dottorato e criteri per la istituzione dei corsi di dottorato da parte degli Enti accreditati, Decreto-Ministeriale n° 1315 del 14 dicembre 2021.";https://www.gazzettaufficiale.it/eli/id/2021/12/31/21A07784/sg;https://www.gazzettaufficiale.it/eli/id/2021/12/31/21G00257/sg;https://www.gazzettaufficiale.it/eli/id/2021/08/07/21G00124/sg;https://www.gazzettaufficiale.it/eli/id/2021/11/19/21G00176/sg;https://www.gazzettaufficiale.it/eli/id/2021/08/07/21A04886/sg;https://www.gazzettaufficiale.it/eli/id/2021/12/29/21G00250/sg;N/A;N/A;N/A
M4;Istruzione e ricerca;M4C1;Potenziamento dell’offerta dei servizi di istruzione: dagli asili nido alle università;M4C1I1.7;M4C1I1.07;Borse di studio per l'accesso all'università;MUR - Min Uni e Ric;M4C1-2;Milestone;Entrata in vigore di decreti ministeriali di riforma delle borse di studio al fine di migliorare l'accesso all'istruzione terziaria.;2021 - 4° trimestre;Con il Decreto-legge n° 152/2021, art. 12, sono state introdotte disposizioni in materia di borse di studio, al fine di migliorare l’accesso all’istruzione terziaria.Sulla base della norma primaria, è stato adottato il conseguente provvedimento attuativo, D.M. n. 1320 del 17 dicembre 2021;https://italiadomani.gov.it/content/dam/sogei-ng/documenti/doc-31-12/D.M_1320_17.12.2021.pdf;https://www.gazzettaufficiale.it/eli/id/2021/12/31/21A07784/sg;http://www.gazzettaufficiale.it/eli/id/2021/12/31/21G00257/sg;N/A;N/A;N/A;N/A;N/A;N/A
M4;Istruzione e ricerca;M4C1;Potenziamento dell’offerta dei servizi di istruzione: dagli asili nido alle università;M4C1R1.7;M4C1R1.07;Riforma della legislazione sugli alloggi per studenti e investimenti negli alloggi per studenti;MUR - Min Uni e Ric;M4C1-27;Milestone;Entrata in vigore della legislazione volta a modificare le norme vigenti in materia di alloggi per studenti.;2021 - 4° trimestre;La riforma è stata attuata mediante l’art. 64, comma 8, del decreto-legge n° 77/2021, convertito con Legge n° 108/2021 e con l'art. 15, comma 1, del Decreto-legge 152/2021.;https://www.gazzettaufficiale.it/eli/id/2021/07/30/21A04731/sg;https://www.gazzettaufficiale.it/eli/id/2021/07/30/21G00118/sg;https://www.gazzettaufficiale.it/eli/id/2021/12/31/21A07784/sg;http://www.gazzettaufficiale.it/eli/id/2021/12/31/21G00257/sg;N/A;N/A;N/A;N/A;N/A
M4;Istruzione e ricerca;M4C2;Dalla ricerca all'impresa;M4C2I2.1;M4C2I2.01;IPCEI;MISE - Min Svil Eco;M4C2-10;Milestone;Varo dell'invito a manifestare interesse per l'identificazione dei progetti nazionali, compresi i progetti IPCEI microelettronica;2021 - 4° trimestre;L’invito a manifestare interesse per l’identificazione dei progetti nazionali, compresi i progetti IPCEI microelettronica, si è perfezionato con la pubblicazione sul sito del Ministro dello Sviluppo Economico di tre avvisi a manifestare interesse per l’identificazione dei progetti nazionali, rispettivamente con scadenza 12 febbraio, 22 febbraio e 5 marzo 2021.;https://www.mise.gov.it/index.php/it/notizie-stampa/ipcei-sull-idrogeno-entro-il-12-febbraio-la-presentazione-dei-progetti;https://www.mise.gov.it/index.php/it/normativa/notifiche-e-avvisi/ipcei-microelettronica-invito-a-manifestare-interesse;https://www.mise.gov.it/index.php/it/normativa/notifiche-e-avvisi/ipcei-infrastrutture-e-servizi-cloud-invito-a-manifestare-interesse;N/A;N/A;N/A;N/A;N/A;N/A
M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1R1.1;M5C1R1.01;ALMPs e formazione professionale;MLPS - Min Lav Pol S;M5C1-1;Milestone;"Entrata in vigore dei seguenti decreti interministeriali: - il primo che istituisce il programma nazionale ""Garanzia di occupabilità dei lavoratori"" (GOL); - il secondo che approva il Piano Nazionale Nuove Competenze";2021 - 4° trimestre;Sono stati adottati rispettivamente il 5 novembre e il 14 dicembre i decreti interministeriali che istituiscono il programma ‘Garanzia di occupabilità dei lavoratori’ (GOL) e che approvano il Piano Nazionale nuove competenze. Il programma GOL costituisce un nuovo strumento di politica attiva, che mira a fornire nuovi servizi per l’incontro di domanda e offerta di lavoro per agevolare la transizione occupazionale, garantire i livelli essenziali dei servizi offerti dai centri per l’impiego pubblici e promuovere una rete territoriale dei servizi di istruzione, formazione, lavoro. Il Piano nazionale nuove Competenze, rappresenta il naturale complemento del programma GOL definendo i livelli essenziali di formazione professionale e favorendo l’istituzione di partenariati pubblico – privati.;www.gazzettaufficiale.it/eli/id/2021/12/27/21A07646/sg;https://www.statoregioni.it/media/4148/p-3-csr-atto-rep-n-204-21ott2021.pdf;https://www.gazzettaufficiale.it/eli/id/2021/12/28/21A07649/sg;https://www.statoregioni.it/it/conferenza-stato-regioni/sedute-2021/seduta-del-02122021/report/;https://www.lavoro.gov.it/temi-e-priorita/orientamento-e-formazione/focus-on/Formazione/Documents/Piano-adulti-versione-def.pdf;N/A;N/A;N/A;N/A
M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1I1.2;M5C1I1.02;Creazione di imprese femminili;MISE - Min Svil Eco;M5C1-17;Milestone;Adozione del fondo a sostegno dell'imprenditorialità femminile;2021 - 4° trimestre;Il Fondo a sostegno dell'imprenditoria femminile è stato adottato con Decreto del Ministro dello Sviluppo Economico, di concerto con il Ministro dell'Economia e delle Finanze e con il Ministro per le Pari Opportunità e la Famiglia del 30 settembre 2021 e con Decreto integrativo del Ministro dello Sviluppo Economico e del Ministro per le Pari Opportunità e la Famiglia del 24 novembre 2021.;https://www.gazzettaufficiale.it/eli/id/2022/02/01/22A00667/sg;https://www.mise.gov.it/images/stories/normativa/DM_30_settembre_2021_impresa_femminile.pdf;https://op.europa.eu/en/publication-detail/-/publication/99f802a5-8dd5-11eb-b85c-01aa75ed71a1/language-it/format-PDF;https://www.gazzettaufficiale.it/eli/id/2021/12/31/21G00256/sg;N/A;N/A;N/A;N/A;N/A
