Missione;Descrizione Missione;Componente;Descrizione Componente;ID Misura;Codice Univoco Misura;Descrizione Misura;Amministrazione Titolare;Codice univoco Milestone-Target;Milestone-Target;Nome Milestone-Target;Avanzamento;﻿Principali evidenze;﻿Allegato 1;﻿Allegato 2;﻿Allegato 3;﻿Allegato 4;﻿Allegato 5;﻿Allegato 6;﻿Allegato 7;﻿Allegato 8;﻿Allegato 9;﻿Allegato 10;﻿Allegato 11;﻿Allegato 12;﻿Allegato 13;﻿Allegato 14;﻿Allegato 15;﻿Allegato 16;﻿Allegato 17;﻿Allegato 18;﻿Allegato 19;﻿Allegato 20;﻿Allegato 21;﻿Allegato 22;﻿Allegato 23;﻿Allegato 24;﻿Allegato 25;﻿Allegato 26;﻿Allegato 27;﻿Allegato 28;﻿Allegato 29;﻿Allegato 30;﻿Allegato 31;﻿Allegato 32;﻿Allegato 33;﻿Allegato 34;﻿Allegato 35;﻿Allegato 36;﻿Allegato 37
M2;Rivoluzione verde e transizione ecologica;M2C1;Agricoltura sostenibile ed Economia Circolare;M2C1I2.2;M2C1I2.02;Parco Agrisolare;MASAF - Agr SovAl Fo;M2C1-4;Target;Assegnazione delle risorse ai beneficiari come % delle risorse finanziarie totali assegnate all'investimento;2022 - 4° trimestre;È stato adotatto il Decreto n. 0654947 del 21/12/2022 che approva l’erogazione delle agevolazioni a fondo perduto per il finanziamento di progetti con un valore totale pari al 30,08% delle risorse assegnate al finanziamento e sono stati stipulati gli eventuali atti di concessione.;https://www.politicheagricole.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/19003;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I2.2;M2C2I2.02;Interventi su resilienza climatica delle reti;MASE - Amb Sic Ener;M2C2-12;Milestone;Aggiudicazione dei progetti per migliorare la resilienza della rete del sistema elettrico;2022 - 4° trimestre;A seguito di emanazione del decreto di ripartizione delle risorse (Decreto ministeriale MITE 150/2022) sono stati emanati due avvisi pubblici per acquisire manifestazioni di interesse per la realizzazione di interventi sulle reti di trasmissione TSO e sulle reti di distribuzione DSO, finalizzati a migliorare la resilienza della rete elettrica di trasmissione a eventi meteorologici estremi. Il 16 dicembre 2022 stati adottati i provvedimenti di aggiudicazione dei progetti finanziabili.;https://www.mite.gov.it/sites/default/files/archivio/allegati/PNRR/Decreti/dm_150_07-04-2022.pdf;https://www.mite.gov.it/sites/default/files/archivio/bandi/dd_117_20-06-2022.pdf;https://www.mite.gov.it/sites/default/files/archivio/bandi/PNRR_investimento_2.2_avviso_pubblico.pdf;https://www.mite.gov.it/sites/default/files/archivio/allegati/PNRR/Decreti/decreto_413_16-12-2022_IE.pdf;https://www.mite.gov.it/sites/default/files/archivio/allegati/PNRR/Decreti/decreto_414_16-12-2022_IE.pdf;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M2;Rivoluzione verde e transizione ecologica;M2C2;Energia rinnovabile, idrogeno, rete e mobilità sostenibile;M2C2I2.1;M2C2I2.01;Rafforzamento smart grid;MASE - Amb Sic Ener;M2C2-8;Milestone;Aggiudicazione di (tutti gli) appalti pubblici per l'aumento della capacità di rete;2022 - 4° trimestre;"A seguito di emanazione del decreto di ripartizione delle risorse (D. M. MITE 146/2022) è stato emanato un avviso pubblico per acquisire le manifestazioni di interesse per la presentazione di domande di interventi per la realizzazione di ""smart grid"".Il 23 dicembre 2022 è stato adottato il Decreto Direttoriale n.426/2022 di aggiudicazione dei progetti finanziabili.";https://www.mite.gov.it/sites/default/files/archivio/allegati/PNRR/Decreti/dm_0000146_06-04-2022.pdf;https://www.mite.gov.it/bandi/avviso-pubblico-la-presentazione-di-proposte-progettuali-finalizzate-ad-incrementare-la;https://www.mite.gov.it/sites/default/files/styles/media_home_559/public/archivio/allegati/PNRR/DD%20Smart%20Grid%2026.23-12-2022.pdf;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M2;Rivoluzione verde e transizione ecologica;M2C3;Efficienza energetica e riqualificazione degli edifici;M2C3I3.1;M2C3I3.01;Promozione di un teleriscaldamento efficiente;MASE - Amb Sic Ener;M2C3-9;Milestone;I contratti per il miglioramento delle reti di riscaldamento sono affidati dal ministero della Transizione ecologica a seguito di una procedura di appalto pubblico;2022 - 4° trimestre;Il Decreto del Ministro della Transizione Ecologica 30 giugno 2022, n. 263 definisce i criteri e le modalità per il finanziamento di progetti per l'estensione e il miglioramento dei sistemi di teleriscaldamento.E' stato pubblicato l’Avviso del 28 luglio 2022 per la presentazione di proposte progettuali per lo sviluppo di sistemi di teleriscaldamento. Il 23 dicembre 2022 è stato adottato il provvedimento di aggiudicazione dei progetti finanziabili.;https://www.mite.gov.it/sites/default/files/archivio/allegati/PNRR/Decreti/2022.07.01_dm_tlr_M2C3-I3.pdf;https://www.mite.gov.it/pagina/misura-3-sistemi-di-teleriscaldamento;https://www.mite.gov.it/sites/default/files/styles/media_home_559/public/archivio/allegati/PNRR/DD%20Sviluppo%20reti%20TLR%2023%2012%202022.pdf;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I3.1;M2C4I3.01;Tutela e valorizzazione del verde urbano ed extraurbano;MASE - Amb Sic Ener;M2C4-19;Target;Piantare alberi per la tutela e la valorizzazione delle aree verdi urbane ed extraurbane T1;2022 - 4° trimestre;Sono stati piantati oltre 1.800.000 alberi per il rimboschimento delle aree urbane ed extraurbane nelle città metropolitane. La piantumazione è avvenuta con impianto diretto del materiale di propagazione forestale nel terreno o in vivaio dei semi con l’individuazione dei luoghi per il successivo trasferimento.;https://www.mite.gov.it/notizie/pnrr-mase-messa-dimora-un-milione-e-800-mila-alberi-superato-obiettivo-previsto-2022;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4R4.2;M2C4R4.02;Misure per garantire la piena capacità gestionale per i servizi idrici integrati;MASE - Amb Sic Ener;M2C4-2;Milestone;Entrata in vigore della riforma volta agarantire la piena capacità gestionale per i servizi idrici integrati;2022 - 3° trimestre;"E' stato adottato il Decreto-legge n. 152 del 6 novembre 2021 relativo all'uso sostenibile dell'acqua in agricoltura, al monitoraggio tramite il sistema comune di gestione delle risorse idriche (SIGRIAN) e per assicurare un omogenea disciplina per la determinazione dei canoni di concessione per l'utenza di acqua pubblica, conformemente al principio ""chi inquina paga"". Sono stati adottati i decreti interministeriali: Il decreto del Ministro delle politiche agricole alimentari e forestali, di concerto con il Ministro della transizione ecologica n. 485148 del 30 settembre 2022; Il Decreto interministeriale del Ministro dell'economia e delle finanze (MEF), di concerto con il Ministro dell'ambiente e della sicurezza energetica (MASE) e con  il Ministero dell'agricoltura, della sovranità alimentare e delle foreste (MASAF) per il sistema comune di gestione idriche.";https://www.gazzettaufficiale.it/eli/id/2021/12/31/21A07784/sg;https://www.politicheagricole.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/18588;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M2;Rivoluzione verde e transizione ecologica;M2C4;Tutela del territorio e della risorsa idrica;M2C4I3.4;M2C4I3.04;"Bonifica del ""suolo dei siti orfani""";MASE - Amb Sic Ener;M2C4-24;Milestone;Quadro giuridico per la bonifica dei siti orfani;2022 - 4° trimestre;E' stato approvato il Piano di azione con Decreto del Ministero per la Transizione Ecologica n. 301 del 4 agosto 2022,  previa intesa in sede di Conferenza Stato-Regioni, che riporta, in allegato, l’elenco dei siti orfani da finanziare.;https://www.gazzettaufficiale.it/eli/id/2022/10/12/22A05711/sg;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M3;Infrastrutture per una mobilità sostenibile;M3C1;Investimenti sulla rete ferroviaria;M3C1I1.4;M3C1I1.04;Sviluppo del sistema europeo di gestione del traffico ferroviario (ERTMS);MIT - Infr e Trasp;M3C1-12;Milestone;Aggiudicazione degli appalti per lo sviluppo del sistema europeo di gestione del traffico ferroviario;2022 - 4° trimestre;Sono stati aggiudicati tutti gli appalti pubblici per lo sviluppo del sistema europeo di gestione del trasporto ferroviario (ERTMS). Nello specifico: Primo Accordo Quadro DAC.0155.2021Accordo Quadro DAC.0255.2021 Lotto 1 “Centro Nord”Accordo Quadro DAC.0255.2021 Lotto 2 “Centro Sud” Accordo Quadro DAC.0255.2021 Lotto 3 “Centro” Accordo Quadro DAC.0255.2021 Lotto 4 “Sud”;https://www.gare.rfi.it/content/gare_rfi/it/archivio/esiti/lavori/2022/-dac-0155-2021.html;https://www.gare.rfi.it/content/gare_rfi/it/bandi-e-esiti/esiti/lavori/-dac-0255-2021.html;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M3;Infrastrutture per una mobilità sostenibile;M3C1;Investimenti sulla rete ferroviaria;M3C1I1.1;M3C1I1.01;Collegamenti ferroviari ad Alta Velocità verso il Sud per passeggeri e merci;MIT - Infr e Trasp;M3C1-3;Milestone;Aggiudicazione dell'appalto o degli appalti per la costruzione della ferrovia ad alta velocità sulle linee Napoli-Bari e Palermo-Catania;2022 - 4° trimestre;Sono stati aggiudicati gli appalti pubblici per la costruzione della ferrovia ad alta velocità sulle linee Napoli-Bari e Palermo-Catania, nel pieno rispetto delle norme in materia di appalti pubblici.;"https://www.gazzettaufficiale.it/do/atto/vediListaAttiCorrelati?dataPubblicazione=2020-10-09&amp;codiceRedazionale=TX20BFM21284&amp;tipoSerie=contratti&amp;tipovigenza=originario&amp;tiporettifica=rettificato";https://www.gare.rfi.it/content/gare_rfi/it/archivio/bandi-e-avvisi/lavori/2022/-dac-0092-2022.html;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M3;Infrastrutture per una mobilità sostenibile;M3C2;Intermodalità e logistica integrata;M3C2R1.1;M3C2R1.01;Semplificazione delle procedure per il processo di pianificazione strategica;MIT - Infr e Trasp;M3C2-1;Milestone;Entrata in vigore delle modifiche legislative connesse alla semplificazione delle procedure per il processo di pianificazione strategica;2022 - 4° trimestre;Il decreto-legge n. 121 del 2021, convertito, con modificazioni, dalla legge n. 156 del 2021 ha attuato la riforma volta alla semplificazione del processo di pianificazione strategica delle autorità di sistema portuale. La legge di conversione ha introdotto infatti, tra l’altro, il co. 1-septies dell’art. 4 del decreto, che modifica l’art. 5 della legge n. 84 del 1994 in tema di “Riordino della legislazione in materia portuale”.;https://www.gazzettaufficiale.it/eli/id/2021/11/09/21A06656/sg;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M3;Infrastrutture per una mobilità sostenibile;M3C2;Intermodalità e logistica integrata;M3C2R1.2;M3C2R1.02;Aggiudicazione competitiva delle concessioni nelle aree portuali;MIT - Infr e Trasp;M3C2-2;Milestone;Entrata in vigore del regolamento relativo alle concessioni portuali;2022 - 4° trimestre;L'articolo 5 della legge annuale per il mercato e la concorrenza 2021, del 5 agosto 2022, n.118 modifica l'articolo 18 della legge n. 84 del 1994,stabilendo  che l'affidamento delle concessioni deve avvenire con una procedura che prenda avvio con la pubblicazione di un avviso pubblico. Il Decreto del Ministro delle Infrastrutture e dei Trasporti di concerto con il Ministro dell’Economia e delle Finanze definisce i criteri  per il rilascio di concessioni demaniali in ambito portuale.;"https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:2022-08-05;118";https://www.mit.gov.it/normativa/decreto-mit-mef-relativo-alle-concessioni-portuali;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M3;Infrastrutture per una mobilità sostenibile;M3C2;Intermodalità e logistica integrata;M3C2R1.3;M3C2R1.03;Semplificazione delle procedure di autorizzazione per gli impianti di cold ironing;MIT - Infr e Trasp;M3C2-4;Milestone;Entrata in vigore della semplificazione delle procedure di autorizzazione per gli impianti di cold ironing;2022 - 4° trimestre;Con l’art. 33 del decreto-legge del 30 aprile 2022 n. 36, convertito con modificazioni dalla Legge 79 del 29/06/2022 è stata introdotta una disposizione normativa per la realizzazione degli impianti di elettrificazione dei porti. La riforma risponde all’obiettivo di semplificare le procedure per la realizzazione delle infrastrutture di trasporto di energia finalizzate alla fornitura di energia elettrica da terra alle navi durante la fase di ormeggio (c.d. Cold ironing), in modo da ridurre i tempi di realizzazione degli interventi a 12 mesi per i progetti non soggetti a valutazione ambientale.;https://www.gazzettaufficiale.it/eli/id/2022/06/29/22A03859/sg;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M3;Infrastrutture per una mobilità sostenibile;M3C2;Intermodalità e logistica integrata;M3C2I1.1;M3C2I1.01;Porti verdi: interventi in materia di energia rinnovabile ed efficienza energetica nei porti;MASE - Amb Sic Ener;M3C2-8;Target;Porti verdi: appalto di opere;2022 - 4° trimestre;È stato pubblicato l'avviso di manifestazione di interesse del 25 agosto 2021 in cui si invitano le 9 Autorità di sistema portuale del Centro-nord a presentare le progettualità che potranno accedere alle risorse PNRR destinate alla sostenibilità ambientale dei porti. È stato pubblicato il decreto direttoriale MiTE di ammissione a finanziamento dei progetti.;https://www.mite.gov.it/bandi/progetto-green-ports-pnrr-avviso-pubblico-di-manifestazione-di-interesse-la-formulazione-di;https://www.mite.gov.it/comunicati/pnrr-mase-115-milioni-i-porti-verdi#:~:text=Pichetto:%20%E2%80%9CRaggiunto%20un%20altro%20traguardo,ed%20efficienza%20energetica%20nei%20porti.;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M4;Istruzione e ricerca;M4C1;Potenziamento dell’offerta dei servizi di istruzione: dagli asili nido alle università;M4C1R1.7;M4C1R1.07;Riforma della legislazione sugli alloggi per studenti e investimenti negli alloggi per studenti;MUR - Min Uni e Ric;M4C1-28;Target;Nuovi posti letto per studenti negli alloggi per studenti;2022 - 4° trimestre;"È stato emanato: un bando con D.M. 937/2016 che contribuisce per 1775 posti letto; l'avviso pubblico per l’accesso al finanziamento  con Decreto Ministeriale n. 1046 del 26-8-2022 per l'acquisto e la locazione di strutture già disponibili e adatte agli scopi per 4.478 posti letto; la procedura è terminata con l’emanazione del Decreto Ministeriale n. 1246 del 28-11-2022 che ha ammesso al finanziamento 46 strutture per 150 milioni di euro. un bando con D.M. 1252 del 2022 per ulteriori posti letto utili per il raggiungimento del target.";https://www.mur.gov.it/it/atti-e-normativa/decreto-ministeriale-n-1256-del-30-11-2021;https://www.mur.gov.it/it/atti-e-normativa/decreto-ministeriale-n-1257-del-30-11-2021;https://www.gazzettaufficiale.it/eli/id/2022/06/29/22A03859/sg;https://www.gazzettaufficiale.it/eli/id/2022/08/09/22G00128/sg;http://attiministeriali.miur.it/anno-2016/novembre/dm-29112016.aspx;https://www.mur.gov.it/it/atti-e-normativa/decreto-ministeriale-n-1046-del-26-8-2022;https://www.mur.gov.it/it/atti-e-normativa/decreto-ministeriale-n-1246-del-28-11-2022;https://www.mur.gov.it/it/atti-e-normativa/decreto-ministeriale-n-1252-del-02-12-2022;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M4;Istruzione e ricerca;M4C1;Potenziamento dell’offerta dei servizi di istruzione: dagli asili nido alle università;M4C1R1.7;M4C1R1.07;Riforma della legislazione sugli alloggi per studenti e investimenti negli alloggi per studenti;MUR - Min Uni e Ric;M4C1-29;Milestone;Entrata in vigore della riforma della legislazione sugli alloggi per studenti.;2022 - 4° trimestre;L'articolo 25 del Decreto-legge 23 settembre 2022, n. 144 convertito con modificazioni dalla Legge n.175 del 17 novembre 2022, sulla riforma dell'Housing universitario, prevede apertura della partecipazione al finanziamento anche a investitori privati. Ai sensi del comma 7 dell'articolo 25, è stato adottato il Decreto Ministeriale del MUR che definisce gli standard minimi qualitativi degli alloggi o delle residenze e degli ulteriori servizi offerti. Ai sensi del comma 11 dell'articolo 25, è stato adottato il Decreto Ministeriale del MUR che disciplina il credito di imposta relativo agli interventi finalizzati all'Housing universitario.;https://www.gazzettaufficiale.it/eli/id/2022/09/23/22G00154/sg;https://www.mur.gov.it/it/atti-e-normativa/decreto-ministeriale-n-1437-del-27-12-2022;https://www.mur.gov.it/it/atti-e-normativa/decreto-interministeriale-n-1439-del-29-12-2022;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M4;Istruzione e ricerca;M4C1;Potenziamento dell’offerta dei servizi di istruzione: dagli asili nido alle università;M4C1R1.1;M4C1R1.01;Riforma degli Istituti tecnici e professionali;MIM - Istr e Merito;M4C1-5;Milestone;Adozione delle riforme del sistema di istruzione primaria e secondaria al fine di migliorare i risultati scolastici.;2022 - 4° trimestre;È stato adottato il decreto-legge n. 144 del 23 settembre 2022, con il quale è stata approvata la riforma degli istituti tecnici e professionali. È stata adottata la legge n. 99 del 15 luglio 2022, con la quale è stato istituito il Sistema terziario di istruzione tecnologica superiore. È stata prevista dalla Legge di bilancio 2022 (legge n. 234 del 30 dicembre 2021, art. 1, comma 344-347) la riduzione del numero di alunni per classe. La legge di bilancio 2023 riforma il dimensionamento della rete scolastica e disciplina l'ampliamento degli insegnamenti STEM.Sono state adottate le linee guida con Decreto del Ministro dell'Istruzione n. 328 del 22 dicembre 2022 che introducono moduli di orientamento rivolti alle classi quarte e quinte della scuola secondaria di II grado e realizzano una piattaforma digitale di orientamento.;http://www.normattiva.it/eli/id/2022/09/23/22G00154/CONSOLIDATED/20230112;https://www.gazzettaufficiale.it/eli/id/2022/07/26/22G00108/sg;http://www.normattiva.it/eli/id/2021/12/31/21G00256/CONSOLIDATED/20221229;https://www.miur.gov.it/web/guest/-/decreto-ministeriale-n-328-del-22-dicembre-2022;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M4;Istruzione e ricerca;M4C1;Potenziamento dell’offerta dei servizi di istruzione: dagli asili nido alle università;M4C1R2.2;M4C1R2.02;Scuola di Alta Formazione e formazione obbligatoria per dirigenti scolastici, docenti e personale tecnico-amministrativo;MIM - Istr e Merito;M4C1-6;Milestone;Entrata in vigore della legislazione volta a costruire un sistema di formazione di qualità per le scuole.;2022 - 4° trimestre;"Sono stati emanati:l’art. 44, comma 1, lettera i), del decreto-legge 30 aprile 2022, n. 36, convertito, con modificazioni, dalla legge 29 giugno 2022, n. 79, che istituisce e disciplina la Scuola di Alta Formazione per il personale docente, dirigente e ATA;l’art. 38 del Decreto-Legge 9 agosto 2022, n. 115, convertito con modificazioni dalla legge del 21 settembre 2022, n. 142 che istituisce la figura del “docente stabilmente incentivato”.";"https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2022-04-30&amp;atto.codiceRedazionale=22G00049&amp;elenco30giorni=true";https://www.gazzettaufficiale.it/eli/id/2022/09/21/22A05442/sg;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M4;Istruzione e ricerca;M4C2;Dalla ricerca all'impresa;M4C2I1.2;M4C2I1.02;Finanziamento di progetti presentati da giovani ricercatori;MUR - Min Uni e Ric;M4C2-1;Target;Numero di studenti che hanno ottenuto una borsa di ricerca;2022 - 4° trimestre;Sono state pubblicate le graduatorie e contrattualizzati i ricercatori per i profili Marie Skłodowska-Curie Individual Fellowships (MSCA) e SoE relative al bando 247/2022, emanato a seguito del Il D.M. del 19 agosto 2022. I vincitori sono stati individuati con D. D. MUR n 502/2022. Sono state pubblicate le graduatorie e contrattualizzati i ricercatori per i bandi ERC.;https://www.mur.gov.it/sites/default/files/2022-08/Avviso%20n.%20247%20del%2019-08-2022.pdf;https://www.mur.gov.it/it/atti-e-normativa/decreto-ministeriale-n-894-del-11-07-2022;https://www.mur.gov.it/it/atti-e-normativa/avviso-n-367-del-7-10-2022;https://www.gea.mur.gov.it/docs/GiovaniRicercatori/Avviso/Graduatoria%20giovani%20ricercatori.pdf;https://www.mur.gov.it/it/atti-e-normativa/decreto-direttoriale-n-602-del-23-12-2022;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1I1.3;M5C1I1.03;Sistema di certificazione della parità di genere;PCM - Dip PariOp Fam;M5C1-12;Milestone;Entrata in vigore del sistema di certificazione della parità di genere e relativi meccanismi di incentivazione per le imprese;2022 - 4° trimestre;"Sono stati adottati:il decreto del Capo del Dipartimento per le pari opportunità del 1° ottobre 2021 per la costituzione del Tavolo di lavoro sulla certificazione di generedelle imprese;il Decreto Ministeriale del 29 aprile 2022 del Dipartimento delle Pari Opportunità recepisce i criteri fissati dalla Prassi di riferimento UNI/PdR 125:2022 per la  certificazione della parità di genere delle imprese a cui provvedono gli organismi di valutazione accreditati ai sensi del regolamento (CE) 765/2008;la Legge n. 162 del 5 novembre 2021 introduce un esonero contributivo per le imprese certificate;il decreto del Ministero del Lavoro e delle Politiche Sociali 20 ottobre 2022 disciplina i criteri e le modalità di fruizione dell'esonero;il decreto del 5 aprile 2022, con cui, in attuazione dell’art. 1, comma 145 della legge di bilancio 2022, è stato inoltre istituito il Tavolo di lavoro permanente sulla certificazione di genere alle imprese;l’accordo esecutivo siglato il 28 gennaio 2022 tra il Dipartimento per le pari opportunità e SOGEI riguarda la realizzazione di un sistema informativo per la raccolta di dati e di informazioni sulla certificazione.";https://www.pariopportunita.gov.it/materiale/definizione-dei-parametri-minimi-per-lottenimento-della-certificazione-della-parita-di-genere/;"https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario?atto.dataPubblicazioneGazzetta=2022-07-01&amp;atto.codiceRedazionale=22A03808&amp;elenco30giorni=false";https://www.gazzettaufficiale.it/eli/id/2021/11/18/21G00175/sg;https://www.pariopportunita.gov.it/materiale/attuazione-misure-pnrr/;https://www.pariopportunita.gov.it/materiale/definizione-dei-parametri-minimi-per-lottenimento-della-certificazione-della-parita-di-genere/;https://www.pariopportunita.gov.it/materiale/attuazione-misure-pnrr/;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
M5;Inclusione e coesione;M5C1;Politiche per il lavoro;M5C1R1.1;M5C1R1.01;ALMPs e formazione professionale;MLPS - Min Lav Pol S;M5C1-2;Milestone;Entrata in vigore, a livello regionale, di tutti i piani per i centri per l'impiego (PES);2022 - 4° trimestre;"È stato adottato il Programma GOL ""Garanzia di occupabilità dei lavoratori"" con  Decreto interministeriale MEF-MLPS n. 9 del 5 novembre 2021, comprendendo una definizione a livello regionale delle attività operative necessarie per l'attuazione del programma. Sono stati adottati i piani per centri dell'impiego (PAR - Piano Attuativo Regionale) di tutte le Regioni, pubblicati sui propri siti istituzionali e sono stati raggiunti 668.224 beneficiari al 21 dicembre 2022. ";https://www.gazzettaufficiale.it/eli/id/2021/12/27/21A07646/sg;https://www.anpal.gov.it/piani-di-attuazione;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
